from april 19th ~16 to april 20th 8:27
Dette er den første linjen i filen.
327.00;4840419.00;8.20;69.60;7.00;1.70;
328.00;4855215.00;8.20;69.80;5.90;1.70;
329.00;4870011.00;8.20;69.20;4.90;1.80;
330.00;4884807.00;8.20;69.20;5.90;2.10;
331.00;4899604.00;8.20;69.80;5.10;2.00;
332.00;4914401.00;8.20;70.40;6.30;1.70;
333.00;4929197.00;8.20;70.70;7.40;1.60;
334.00;4943993.00;8.20;70.40;5.60;1.70;
335.00;4958792.00;8.20;70.30;8.00;2.60;
336.00;4973589.00;8.20;69.80;10.30;3.50;
337.00;4988385.00;8.20;69.60;7.70;2.90;
338.00;5003191.00;8.10;69.40;8.20;2.60;
339.00;5017988.00;8.10;69.40;12.30;3.30;
340.00;5032784.00;8.10;69.70;12.30;3.10;
341.00;5047581.00;8.10;69.70;13.70;3.00;
342.00;5062377.00;8.10;69.60;12.30;2.90;
343.00;5077174.00;8.10;69.70;9.70;2.80;
344.00;5091971.00;8.10;69.90;16.90;3.00;
345.00;5106766.00;8.10;70.00;17.20;2.90;
346.00;5121563.00;8.10;70.10;10.10;2.60;
347.00;5136362.00;8.10;69.90;12.60;3.10;
348.00;5151159.00;8.10;69.90;14.40;3.20;
349.00;5165955.00;8.10;69.70;12.80;2.90;
350.00;5180751.00;8.10;70.40;10.30;2.60;
351.00;5195548.00;8.10;70.60;10.10;2.50;
352.00;5210345.00;8.10;70.50;10.20;2.60;
353.00;5225141.00;8.10;70.30;12.00;2.90;
354.00;5239938.00;8.10;70.20;11.40;3.20;
355.00;5254734.00;8.10;70.10;6.00;2.80;
356.00;5269530.00;8.10;69.90;11.30;2.70;
357.00;5284327.00;8.10;69.90;22.30;3.10;
358.00;5299124.00;8.10;69.90;18.50;2.90;
359.00;5313923.00;8.10;69.90;11.00;2.50;
360.00;5328726.00;8.10;69.60;9.60;2.40;
361.00;5343522.00;8.10;69.90;7.90;2.20;
362.00;5358318.00;8.10;69.70;6.90;2.20;
363.00;5373125.00;8.10;69.60;6.60;1.90;
364.00;5387922.00;8.20;69.50;6.50;1.70;
365.00;5402719.00;8.10;69.80;7.60;1.80;
366.00;5417515.00;8.10;69.80;7.80;1.70;
367.00;5432311.00;8.10;69.70;6.10;1.60;
368.00;5447108.00;8.10;69.80;4.40;1.70;
369.00;5461904.00;8.10;69.70;4.70;1.70;
370.00;5476701.00;8.10;70.20;5.70;1.80;
371.00;5491497.00;8.10;70.40;6.20;1.80;
372.00;5506335.00;8.10;70.20;8.30;2.10;
373.00;5521132.00;8.20;70.30;6.50;2.10;
374.00;5535929.00;8.10;70.30;8.20;2.00;
375.00;5550727.00;8.10;70.90;13.00;2.80;
376.00;5565523.00;8.00;70.70;11.10;3.00;
377.00;5580320.00;8.00;70.80;9.10;2.20;
